,caption,type,likesCount,commentsCount,videoViewCount,timestamp,postType
49,"I a few hours I will be unveiled and in 2021 I will be racing!
-
-
-
#porsche #porschenews #porschenewsroom #porschefacts #911gt3cup #gt3cup #newgt3cup #992gt3cup #pmsc #porschemobil1supercup #carreracup #pccd #carreracupde #porschecarreracup #911 #porsche911 #racing #race #racecar #racingcars #racetrack #motorsport #motorsports #car #cars #instacar #porschepix",Image,54,0,,2022-03-15T03:34:47.741Z,TaggedPost
50,Julen kom tidigt för någon i familjen 🎅🏻🚗🚨💥@bromsahårdareochsenare,Image,24,0,,2022-03-15T03:34:47.741Z,TaggedPost
51,"The new #Porsche #911GT3Cup for the Porsche Mobil 1 Supercup and selected national Carrera Cups is about the receive the green light for the 2021 season. It is the first racing car based on the current 911 generation 992.
@PorscheRaces
-
#BePartOfUs @carreracupdeutschland @porschesupercup #racewithus #contactus",Image,72,0,,2022-03-15T03:34:47.741Z,TaggedPost
52,"""The first time the brand new #Porsche #911GT3Cup passed us at full speed on the Weissach test track, we all had goose bumps”, says Project Manager Jan Feldmann about the race car with the aggressive conspicuously inconspicuous camouflage optic and a fantastic sound.
@PorscheRaces",Image,110,1,,2022-03-15T03:34:47.741Z,TaggedPost
53,"Did you know? The latest yet-to-be-unveiled #Porsche #911GT3Cup is the first racing car based on the current 911 model series 992
@PorscheRaces
-
#RaceWithUs @porschesupercup @carreracupdeutschland #bestchampionshipever",Image,288,0,,2022-03-15T03:34:47.741Z,TaggedPost
54,"To be continued!
Like what you hear?
-
-
@porsche @porschesupercup @carreracupdeutschland #PorscheFamily @porsche_newsroom @porsche.customerracing #Motorsport #Racing",Video,28,0,141.0,2022-03-15T03:34:47.741Z,TaggedPost
55,"New car, new circuits, new teams – eight races make up the provisional calendar of the 2021 @porschesupercup. In its 29th season, the international one-make championship will again exclusively be running as @f1 support races in 2021.

More: newsroom.porsche.com // article: New racetracks, new car, new teams 

#porsche #porschenews #porschenewsroom #pmsc #porschemobil1supercup #pmsccalendar #racecalendar #911 #porsche911 #911gt3cup #gt3cup #racing #race #racecar #racecars #racetrack #motorsport #motorsports #car #cars #instacar #porschepix",Image,269,0,,2022-03-15T03:34:47.741Z,TaggedPost
56,Riktigt nöjd med modellen på Hugos bil från @carreracupscandinavia @westcoast_racing #porsche #911 #gt3 #gt3cup #porschecenterörebro,Image,50,4,,2022-03-15T03:34:47.741Z,TaggedPost
57,#mercedes #mercedesbenz #driftlife #popsmoke #kampalauganda #igdaily #carswithoutlimits #carspotter #germancars #germany🇩🇪 #ugandan #carsofinstagram #speed #explore #bmwimotorsport,Video,25,0,153.0,2022-03-15T03:34:47.741Z,TaggedPost
58,"Designs By Guillermo, presents to you a rare creation. Just like racing, it’s takes a team to have success. Furthermore to win a race, set a lap record, or win a Championship a team is everything. The next few years DBG’s team will grow tremendously. 
.
..
The time consumption that was allocated into this detail oriented handcrafted necktie #23 of 26 originals provided an encouraging reminder to, “keep chasing those dreams & find your passion”. The name Jacobs... remember this last name as the story of a slight failure/setback during collegiate studies will be revealed at a later time 😎 
.
..
The #23, “M. Jacobs Black on Black Check w/ Red Silk & Sewn on Porsche Badge.” With the heritage of German quality in my family lineage I felt the necessity to create a one of a kind handcrafted necktie to appreciate @porsche. 
.
.
..
As a designer collaboration is crucial. I plan on making a couple of these Porsche neckties with slight variations and shipping to a couple of Porsche drivers for promotional purposes. I also plan on contacting many other Porsche company employees to boost this product even further. Thanks for all of the support, thanks for the many likes, thanks for the word of mouth. Lastly, I will own one of these vehicles one day and will be sure to share the bittersweet feeling I use to have as a child for this brand but have grown to love the brand. Chao For Now 🏎💨🇩🇪
.
..
#designergz #designsbyguillermo #gzfashions #gzties #neckties #elite #saavy #specialevents #marcjacobs #checkered #blacksilk #redsilk #multifabric #porscheclub #porsche #porschebadge #classyfashion #rarefashion #jordan23 #watchesofinstagram #marble #stylishaccessories #porscheracing #handmade #smallbusiness #ecommerce #menswear #retail",Image,30,4,,2022-03-15T03:34:47.741Z,TaggedPost
59,"Designs By Guillermo, presents to you a rare creation. The time consuming, detail oriented, meticulous, stylish, multi-fabric handcrafted necktie #23 of 26 originals. The name Jacobs... remember this last name as the story of a slight failure/setback during collegiate studies will be revealed at a later time 😎 
.
..
The #23, “M. Jacobs Black on Black Check w/ Red Silk & Sewn on Porsche Badge.” With the heritage of German quality in my family lineage I felt the necessity to create a one of a kind handcrafted necktie to appreciate @porsche. 
.
..
The History of Porsche & the manufacturer logo dated back to Stuttgart, Germany 🇩🇪 Located in SW Germany, built atop a horse-breeding Farm. Stuttgart used horses in its city seal, inspiring Porsche to make a black horse the centerpiece of its logo which represents power. Basically Stuttgart means “stud fam.” Everlasting quality is crucial in business longevity. 
.
..
As a designer collaboration is crucial. I plan on making a couple of these Porsche neckties with slight variations and shipping to a couple of Porsche drivers for promotional purposes. I also plan on contacting many other Porsche company employees to boost this product even further. Thanks for all of the support, thanks for the many likes, thanks for the word of mouth. Lastly, I will own one of these vehicles one day and will be sure to share the bittersweet feeling I use to have as a child for this brand but have grown to love the brand.
.
..
#designergz #designsbyguillermo #gzfashions #gzties #neckties #elite #saavy #specialevents #marcjacobs #checkered #blacksilk #redsilk #multifabric #porscheclub #porsche #porschebadge #classyfashion #rarefashion #jordan23 #watchesofinstagram #marble #stylishaccessories #porscheracing #handmade #smallbusiness #ecommerce #menswear #retail",Image,36,2,,2022-03-15T03:34:47.741Z,TaggedPost
60,"Designs By Guillermo, presents to you a rare creation. The time consuming, detail oriented, meticulous, stylish, multi-fabric handcrafted necktie #23 of 26 originals. The name Jacobs... remember this last name as the story of a slight failure/setback during collegiate studies will be revealed at a later time 😎 
.
..
The #23, “M. Jacobs Black on Black Check w/ Red Silk & Sewn on Porsche Badge.” With the heritage of German quality in my family lineage I felt the necessity to create a one of a kind handcrafted necktie to appreciate @porsche. 
.
..
The manufacturing of necktie demanded many hours with similarities to Porsche car making. This necktie required the utmost strategic pattern making and sewing skills. It also required a total of 4 different panels, 1 badge & several layers of interlining. 
.
..
As a designer collaboration is crucial. I plan on making a couple of these Porsche neckties with slight variations and shipping to a couple of Porsche drivers for promotional purposes. I also plan on contacting many other Porsche company employees to boost this product even further. Thanks for all of the support, thanks for the many likes, thanks for the word of mouth. Lastly, I will own one of these vehicles one day and will be sure to share the bittersweet feeling I use to have as a child for this brand but have grown to love the brand.
.
..
#designergz #designsbyguillermo #gzfashions #gzties #neckties #elite #saavy #specialevents #marcjacobs #checkered #blacksilk #redsilk #multifabric #porscheclub #porsche #porschebadge #classyfashion #rarefashion #jordan23 #watchesofinstagram #marble #stylishaccessories #porscheracing #handmade #smallbusiness #ecommerce #menswear #retail",Image,50,4,,2022-03-15T03:34:50.099Z,TaggedPost
61,"“Welcome to our Professional Racing World”
We can offer you great seats  for 2021 racing season, with complete packages, racing in the best worldwide championships, in a great atmosphere.
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
“With totally new car”
1- Porsche Carreracup Deutschland 
2- Porsche Mobil1 Supercup (Supporting #F1)
With a professional  marketing & tv broadcasting, our product are shown in the best medias and tv around the world.
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
-
Contact us for more information via pm or johan@molitor-racing.de
——- ———- ————. ————- —————. —————-
-
Invest in Racing? Invest good, invest in Real Racing!
-
@carreracupdeutschland #CarreraCupDE @porschesupercup #PorscheMobil1Supercup
@porsche.customerracing @porsche_newsroom  @porsche  #PorscheFamily #porscheraces #porschemotorsport #911GT3Cup #Racing #Motorsport #instagram #fastcars #racecars #seatsavaiable #newracingcar #marketing #tvbroadcasting #racingwithf1 #RaceWithUs #ContactUs #WeKnowWhatWeAreDoing #followme",Image,270,0,,2022-03-15T03:34:50.099Z,TaggedPost
62,"Dubai is open to welcome visitors, so the 24H DUBAI 2021 can definitely continue! 

✔️ Confirmation from the local motorsport authority EMSO and approved by Dubai Sports Council

✈️ Daily flights from the biggest EU cities available

👜 Shopping malls are open

🥗 Restaurants are open

🛏️ Hotels are open, a lot of high end hotels are offering extremely good deals

🏎️ And of course, the Dubai Autodrome Circuit is open!

Full article: https://www.24hseries.com/news/creventic-dubai-autodrome-working-hard-ensure-safe-hankook-24h-dubai

Read more about the current situation in Dubai: https://www.visitdubai.com/en/coronavirus-advisory
-
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
-
@24hseries @dubaiautodrome #mydubai #myuae #emirates #hankook #thisisendurance @porsche @porsche_newsroom @porsche.customerracing #racewithus #contactus #followme",Image,60,1,,2022-03-15T03:34:50.099Z,TaggedPost
63,"SEATS AVAILABLE IN WINNING TEAM/Contact us soon!
And let’s go to Dubai!

Dubai is open for tourists, so the 24H DUBAI 2021 can continue! 
📷Shopping malls are open 📷
📷Restaurants are open📷
📷Hotels are open 📷
is open!📷And... the Dubai Autodrome Circuit
📷Your health is our priority: to keep the city open Dubai follow some strict but clear rules. For exact information about the situation go to http://ow.ly/ps9p50CbsMK .

So, lets race the 16th edition of Hankook 24H DUBAI 2021 on 14-15-16 January 2021 📷
We look forward to the 24H Dubai with great confident 📷 This time (hopefully) without rain 📷📷
📷Read the full article here📷
http://ow.ly/PwpU50CfJeU
24H Series/Creventic.
-
-
#24HDUBAI2021 #Dubai #Emirates #racing #motorsports @porsche @molitorracingsystems  #thisisendurance #Coronavirus #COVID #Hankook #24Hseries.",Image,323,0,,2022-03-15T03:34:50.099Z,TaggedPost
64,"Here we have our provisional 2021 @porschesupercup calendar, great tracks, New Car for next year and all together with the #F1 races.
Join us in a new season, new car, some new exciting tracks, and best marketing ever.
 Contact us for the new season!
-
-
@porsche @porsche.customerracing @molitorracingsystems @porsche_newsroom  #porsche #porschenewsroom #porschefamily #RealRaces #Motorsport #Racing #Racewithus #Contactus",Image,302,3,,2022-03-15T03:34:50.099Z,TaggedPost
65,"Thank you so much @hugonerman 
If you like Our Lord go follow him and @teamnerman 
🏎
🏎
🏎
🏎
🔥Remember to follow✅, like❤ and share👦➡️👦 if you like my content🔥
🏎
🔥@do_motorsport_people_reply🔥
🏎
🏎
Follow my partners @f1.milkymemes @f1news.200 @1_formula_one @f1_support_newfandom @stolen_motorsport_memes @automobilenation @_f1riends @f1protips_memes @_f1_universe_ @f1_highspeed @f1rst_off_the_line
🏎
🏎
Accounts you might like @the_f1_prof @carsoftheworldf1 @formula1_art
🏎
🏎
#f1 #formula1 #formula #formulaone  #formula1memes #formulamemes #formulaonememes #f1meme #formula1meme #formulameme #formulaonememe #meme #joke #motorsport #motorsportmemes #motorsportmeme #bringbacktooned #weraceasone #f12020 #sushihelmetforlando #istandwithlewishamilton #formel1 #formeleins #formulauno #formule1 #f1game  #codemasters",Image,62,0,,2022-03-15T03:34:50.099Z,TaggedPost
66,"#Porsche win the 72nd running of the #Spa24h 2020 @total24hoursofspa 
------------------------------------------
📷  @porsche.customerracing 
------------------------------------------
🏁  #PorscheCommunity: #911uk
#️⃣ #Porsche911uk #911ukForum
------------------------------------------
#Porsche #Porsche911 #PorschePicture  #PorscheMoments #PorscheCar #ThisisPorsche  #PorscheStuttgart #PorschePhotography #PorscheUK #PorscheGB #PorscheMoment #PorschePTS #PorscheCarrera #PorscheForum #PorscheClub #PorscheMotorsport #nosubstitute #PorscheLegends #ThereIsNoSubstitute
------------------------------------------",Video,201,0,1774.0,2022-03-15T03:34:50.099Z,TaggedPost
67,"Flashback to the 2000 Le Mans 24 Hours: slightly marred visibility for Haberthur Racing driver, the #81 Porsche! He did a whole lap with his door open to see where he was going! 😅 #LeMans24
------------------------------------------
🏁  #PorscheCommunity: #911uk
#️⃣ #Porsche911uk #911ukForum
------------------------------------------
#Porsche #Porsche911 #PorschePicture  #PorscheMoments #PorscheCar #ThisisPorsche  #PorscheStuttgart #PorschePhotography #PorscheUK #PorscheGB #PorscheMoment #PorschePTS #PorscheCarrera #PorscheForum #PorscheClub #PorscheMotorsport #nosubstitute #PorscheLegends #ThereIsNoSubstitute
------------------------------------------",Video,2268,24,34336.0,2022-03-15T03:34:50.099Z,TaggedPost
68,"These traffic jams in Milano🚙🚗🚕
.
#porschegt3 #carswithoutlimits #exoticcars #carsofinstagram #carspotter #911gt3 #timelessmachine #porschefans #carspotting #porscheracing #porschelove #guardsred #instacars #porschedesign #porschepix #porsche911gt3 #porsche911 #porscheclub #porschemoment #porschelife #motorsport",Image,1121,23,,2022-03-15T03:34:50.099Z,TaggedPost
69,"No doubt, our #biggest #highlight @porschesupercup #monaco 
-
Let’s hope to be back in 2021 with the new 992.
———————————————————————————-
-
-
#BePartOfUs 
@porschesupercup #PorscheMobil1Supercup
@porsche.customerracing @porsche_newsroom  @porsche @molitorracingsystems #PorscheFamily  #porscheraces #porschemotorsport #911GT3Cup #Racing #Motorsport #instagram #fastcars #realracing #tvbroadcasting #racecars #RaceWithUs #commitments #honesty #ContactUs #WeKnowWhatWeAreDoing",Image,82,0,,2022-03-15T03:34:50.099Z,TaggedPost
70,"Exciting Porsche Carreracup Deutschland Experience Day!
Contact us soon as possible and be one of the champions for tomorrow.... #BestRacingSchool
———————————————————————————
-
@carreracupdeutschland #CarreraCupDE #carreracuplemans 
@porsche.customerracing @porsche_newsroom  @porsche  @molitorracingsystems #PorscheFamily #porscheraces #porschemotorsport #911GT3Cup #Racing #Motorsport #instagram #fastcars #racecars #RaceWithUs #ContactUs #WeKnowWhatWeAreDoing",Image,58,0,,2022-03-15T03:34:50.099Z,TaggedPost
71,Throwback to 2017 when Hugo won the championship in the first year of Formula STCC Nordic,Image,22,6,,2022-03-15T03:34:50.099Z,TaggedPost
72,"Lookin forward to take this around Norway🤩
•
•
•
•
•
•

#cars #car #carsofinstagram #bmw #carporn #schmeidmann #carlifestyle #bmwm4club #photography #supercars #porscheturbos #instacar #racing #audi #carswithoutlimits #mercedes #automotive #turbo #jdm #m #luxury #porsche #instacars #bmwmoments #bmwopplevelser #bmwmrepost #ferrari #supercar #toyota #detailing",Image,147,4,,2022-03-15T03:34:51.034Z,TaggedPost
73,"🔥@hugonerman🔥 

#amg #bmw #mercedes #bugatti #porsche #london #paris #landrover #jeep #moscow #abd #berlin
#bmw #bugatti #porsche #likeforlikes #followforfollowback #mercedes #istanbul#moscow#paris#france#germany#rangerover#jeep#rotterdam#newyork#timestreet#dubai#egypt#sweden#sport",Image,4,0,,2022-03-15T03:34:51.034Z,TaggedPost
74,"What a beauty🤩🔥🔥🔥🔥
What do you thing of this car?!",Image,83,3,,2022-03-15T03:34:51.034Z,TaggedPost
75,"Our last track day of the year!☃️ Thank you to everyone who participated!🚗
.
#taycan #porschetaycan #instacar #carsofinstagram #porscheclub #porsche #porschemoment #porschelife #carshooting #taycan4s #stuttgart #missione #electriccar #porschepix #porschelove #porschepassion #carswithoutlimits #exoticcars #porschefans #instacars",Image,729,9,,2022-03-15T03:34:51.034Z,TaggedPost
